"B11016_001E","B11016_001M","B11016_002E","B11016_002M","B11016_003E","B11016_003M","B11016_004E","B11016_004M","B11016_005E","B11016_005M","B11016_006E","B11016_006M","B11016_007E","B11016_007M","B11016_008E","B11016_008M","B11016_009E","B11016_009M","B11016_010E","B11016_010M","B11016_011E","B11016_011M","B11016_012E","B11016_012M","B11016_013E","B11016_013M","B11016_014E","B11016_014M","B11016_015E","B11016_015M","B11016_016E","B11016_016M","GEO_ID","NAME"
"Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Family households:","Margin of Error!!Total:!!Family households:","Estimate!!Total:!!Family households:!!2-person household","Margin of Error!!Total:!!Family households:!!2-person household","Estimate!!Total:!!Family households:!!3-person household","Margin of Error!!Total:!!Family households:!!3-person household","Estimate!!Total:!!Family households:!!4-person household","Margin of Error!!Total:!!Family households:!!4-person household","Estimate!!Total:!!Family households:!!5-person household","Margin of Error!!Total:!!Family households:!!5-person household","Estimate!!Total:!!Family households:!!6-person household","Margin of Error!!Total:!!Family households:!!6-person household","Estimate!!Total:!!Family households:!!7-or-more person household","Margin of Error!!Total:!!Family households:!!7-or-more person household","Estimate!!Total:!!Nonfamily households:","Margin of Error!!Total:!!Nonfamily households:","Estimate!!Total:!!Nonfamily households:!!1-person household","Margin of Error!!Total:!!Nonfamily households:!!1-person household","Estimate!!Total:!!Nonfamily households:!!2-person household","Margin of Error!!Total:!!Nonfamily households:!!2-person household","Estimate!!Total:!!Nonfamily households:!!3-person household","Margin of Error!!Total:!!Nonfamily households:!!3-person household","Estimate!!Total:!!Nonfamily households:!!4-person household","Margin of Error!!Total:!!Nonfamily households:!!4-person household","Estimate!!Total:!!Nonfamily households:!!5-person household","Margin of Error!!Total:!!Nonfamily households:!!5-person household","Estimate!!Total:!!Nonfamily households:!!6-person household","Margin of Error!!Total:!!Nonfamily households:!!6-person household","Estimate!!Total:!!Nonfamily households:!!7-or-more person household","Margin of Error!!Total:!!Nonfamily households:!!7-or-more person household","id","Geographic Area Name"
"1677","77","1131","153","414","134","236","107","197","98","212","103","37","43","35","25","546","132","451","116","38","44","57","60","0","12","0","12","0","12","0","12","1400000US36005021601","Census Tract 216.01, Bronx County, New York"
"2443","107","1312","153","506","140","402","121","231","108","88","71","49","43","36","60","1131","170","1022","171","109","76","0","17","0","17","0","17","0","17","0","17","1400000US36005021602","Census Tract 216.02, Bronx County, New York"
"1675","98","1022","131","326","98","178","95","368","98","73","57","53","42","24","27","653","105","501","89","129","82","0","17","23","37","0","17","0","17","0","17","1400000US36005021700","Census Tract 217, Bronx County, New York"
"2329","137","1661","208","637","147","351","122","439","169","153","128","81","100","0","17","668","199","529","184","139","107","0","17","0","17","0","17","0","17","0","17","1400000US36005021800","Census Tract 218, Bronx County, New York"
"366","26","219","52","46","36","132","45","41","33","0","12","0","12","0","12","147","48","124","47","13","16","10","15","0","12","0","12","0","12","0","12","1400000US36005021900","Census Tract 219, Bronx County, New York"
"678","56","403","68","64","33","185","71","73","46","71","37","0","12","10","17","275","77","224","71","45","54","0","12","6","12","0","12","0","12","0","12","1400000US36005022000","Census Tract 220, Bronx County, New York"
"1262","51","1044","87","337","92","218","96","200","83","226","95","48","54","15","21","218","84","168","77","39","35","11","17","0","12","0","12","0","12","0","12","1400000US36005022101","Census Tract 221.01, Bronx County, New York"
"1678","69","1258","120","386","124","313","103","310","127","128","65","12","20","109","64","420","117","328","104","92","76","0","17","0","17","0","17","0","17","0","17","1400000US36005022102","Census Tract 221.02, Bronx County, New York"
"1104","77","746","110","200","67","206","81","161","81","95","56","29","22","55","38","358","98","348","99","0","12","0","12","10","15","0","12","0","12","0","12","1400000US36005022200","Census Tract 222, Bronx County, New York"
"1846","60","1318","135","356","114","453","120","302","106","163","79","44","43","0","17","528","133","493","131","35","47","0","17","0","17","0","17","0","17","0","17","1400000US36005022300","Census Tract 223, Bronx County, New York"
"1102","71","584","107","268","97","168","88","74","53","51","55","0","12","23","33","518","102","412","98","106","69","0","12","0","12","0","12","0","12","0","12","1400000US36005022401","Census Tract 224.01, Bronx County, New York"
"1279","69","785","120","308","114","245","108","142","84","41","30","20","23","29","30","494","128","458","121","26","39","10","14","0","12","0","12","0","12","0","12","1400000US36005022403","Census Tract 224.03, Bronx County, New York"
"1861","67","986","141","394","150","281","97","217","93","53","38","17","22","24","25","875","129","715","132","148","74","12","32","0","12","0","12","0","12","0","12","1400000US36005022404","Census Tract 224.04, Bronx County, New York"
"2337","127","1708","195","485","180","363","165","490","208","118","95","98","85","154","106","629","175","496","143","28","45","89","92","0","17","16","27","0","17","0","17","1400000US36005022500","Census Tract 225, Bronx County, New York"
"1833","75","1148","141","376","108","339","118","226","72","124","78","37","42","46","54","685","140","574","116","111","80","0","17","0","17","0","17","0","17","0","17","1400000US36005022701","Census Tract 227.01, Bronx County, New York"
"568","34","383","83","113","58","104","44","105","51","46","38","8","13","7","15","185","75","150","61","26","28","0","12","9","14","0","12","0","12","0","12","1400000US36005022702","Census Tract 227.02, Bronx County, New York"
"586","36","412","61","132","58","98","47","100","55","33","32","14","15","35","34","174","58","159","57","15","17","0","12","0","12","0","12","0","12","0","12","1400000US36005022703","Census Tract 227.03, Bronx County, New York"
"2390","122","1700","204","700","184","601","155","240","118","93","93","28","38","38","62","690","208","569","189","121","76","0","17","0","17","0","17","0","17","0","17","1400000US36005022800","Census Tract 228, Bronx County, New York"
"2011","126","1325","176","273","108","500","146","301","127","141","90","98","67","12","20","686","181","578","174","86","64","22","36","0","17","0","17","0","17","0","17","1400000US36005022901","Census Tract 229.01, Bronx County, New York"
"1114","78","806","133","179","92","176","82","270","108","97","74","61","58","23","21","308","111","198","83","86","59","24","27","0","12","0","12","0","12","0","12","1400000US36005022902","Census Tract 229.02, Bronx County, New York"
"991","61","628","92","188","68","58","42","211","85","141","71","18","27","12","19","363","102","363","102","0","12","0","12","0","12","0","12","0","12","0","12","1400000US36005023000","Census Tract 230, Bronx County, New York"
"443","30","311","35","75","38","105","37","66","35","31","30","22","22","12","14","132","38","109","37","23","19","0","12","0","12","0","12","0","12","0","12","1400000US36005023100","Census Tract 231, Bronx County, New York"
"814","62","626","82","206","65","145","57","113","53","110","52","52","30","0","12","188","62","161","61","13","17","14","22","0","12","0","12","0","12","0","12","1400000US36005023200","Census Tract 232, Bronx County, New York"
"1584","59","914","130","288","106","318","102","172","89","62","72","64","42","10","19","670","128","611","129","49","36","10","18","0","12","0","12","0","12","0","12","1400000US36005023301","Census Tract 233.01, Bronx County, New York"
"1006","59","758","101","132","53","241","94","52","34","176","73","142","63","15","24","248","81","231","75","0","12","0","12","17","25","0","12","0","12","0","12","1400000US36005023302","Census Tract 233.02, Bronx County, New York"
"1127","29","797","97","263","98","300","142","88","74","73","52","73","78","0","12","330","96","251","93","47","43","32","53","0","12","0","12","0","12","0","12","1400000US36005023501","Census Tract 235.01, Bronx County, New York"
"1674","50","908","132","378","123","219","86","171","89","19","25","34","38","87","68","766","126","694","131","72","53","0","12","0","12","0","12","0","12","0","12","1400000US36005023502","Census Tract 235.02, Bronx County, New York"
"585","47","353","70","43","33","157","63","70","51","65","42","4","6","14","20","232","61","190","51","0","12","8","11","18","28","16","24","0","12","0","12","1400000US36005023600","Census Tract 236, Bronx County, New York"
"347","24","263","41","69","37","77","41","48","28","53","33","0","12","16","16","84","39","68","38","16","17","0","12","0","12","0","12","0","12","0","12","1400000US36005023702","Census Tract 237.02, Bronx County, New York"
"1608","68","1263","134","263","109","364","136","306","115","236","126","71","69","23","26","345","134","345","134","0","17","0","17","0","17","0","17","0","17","0","17","1400000US36005023703","Census Tract 237.03, Bronx County, New York"
"1320","82","869","116","256","121","292","117","147","87","100","70","48","43","26","33","451","118","306","118","133","89","12","20","0","12","0","12","0","12","0","12","1400000US36005023704","Census Tract 237.04, Bronx County, New York"
"801","54","520","74","138","50","165","58","105","41","81","39","15","19","16","18","281","69","221","65","60","40","0","12","0","12","0","12","0","12","0","12","1400000US36005023800","Census Tract 238, Bronx County, New York"
"2572","117","1949","213","560","206","708","258","309","169","167","122","205","121","0","17","623","158","458","146","165","122","0","17","0","17","0","17","0","17","0","17","1400000US36005023900","Census Tract 239, Bronx County, New York"
"1222","103","814","131","183","83","124","76","294","112","134","72","56","62","23","27","408","138","359","134","0","12","29","48","20","29","0","12","0","12","0","12","1400000US36005024000","Census Tract 240, Bronx County, New York"
"2012","109","1466","134","391","118","327","105","403","122","229","100","55","51","61","57","546","134","400","117","112","62","16","26","18","23","0","17","0","17","0","17","1400000US36005024100","Census Tract 241, Bronx County, New York"
"2029","49","1334","120","301","102","458","137","359","114","123","73","12","19","81","60","695","127","639","131","56","50","0","17","0","17","0","17","0","17","0","17","1400000US36005024300","Census Tract 243, Bronx County, New York"
"809","44","569","72","228","79","159","56","75","38","91","36","12","13","4","6","240","74","233","74","7","9","0","12","0","12","0","12","0","12","0","12","1400000US36005024400","Census Tract 244, Bronx County, New York"
"1510","88","1152","117","332","101","284","123","276","86","150","71","64","54","46","30","358","110","340","100","18","30","0","12","0","12","0","12","0","12","0","12","1400000US36005024501","Census Tract 245.01, Bronx County, New York"
"1191","58","798","103","165","75","314","109","185","78","61","53","51","44","22","30","393","107","329","103","11","17","33","38","0","12","0","12","20","30","0","12","1400000US36005024502","Census Tract 245.02, Bronx County, New York"
"728","38","513","56","172","44","176","55","90","45","41","30","13","12","21","24","215","53","202","53","13","14","0","12","0","12","0","12","0","12","0","12","1400000US36005024600","Census Tract 246, Bronx County, New York"
"781","34","482","78","64","39","270","84","104","55","16","26","12","14","16","17","299","81","274","78","18","18","0","12","7","10","0","12","0","12","0","12","1400000US36005024700","Census Tract 247, Bronx County, New York"
"1126","77","703","105","328","102","172","84","88","50","76","51","39","30","0","12","423","105","345","97","78","59","0","12","0","12","0","12","0","12","0","12","1400000US36005024800","Census Tract 248, Bronx County, New York"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1400000US36005024900","Census Tract 249, Bronx County, New York"
"957","89","689","127","286","115","160","68","104","71","105","65","34","24","0","12","268","94","248","90","20","26","0","12","0","12","0","12","0","12","0","12","1400000US36005025000","Census Tract 250, Bronx County, New York"
"2172","105","1605","189","341","133","410","159","288","130","414","157","50","53","102","90","567","193","495","190","25","40","23","36","0","17","0","17","24","39","0","17","1400000US36005025100","Census Tract 251, Bronx County, New York"
